nicht	0.2372456669178598
wurde	0.26200075357950264
einen	0.26586284853052006
einer	0.33914091936699325
einem	0.31136397889977396
haben	0.3333270535041447
durch	0.19172946495855314
keine	0.3113489073097212
diese	0.3147701582516956
hatte	0.28831951770911834
waren	0.3508289374529013
schon	0.24201205727204222
immer	0.2505350414468727
steht	0.2682441597588546
unter	0.338112283345893
liegt	0.3194800301431801
gegen	0.22478372268274308
eines	0.3395478522984175
jetzt	0.20275810097965336
kommt	0.16913338357196683
dabei	0.32873021853805573
seien	0.3395478522984175
damit	0.2734551620195931
neuen	0.24969404672192924
yahoo	0.20031650339110776
seine	0.3395478522984175
jahre	0.32153353428786735
erste	0.34337603617181617
statt	0.26697814619442356
heute	0.2904747550866617
werde	0.27526752072343635
stadt	0.2439638281838734
etwas	0.3491333835719669
zudem	0.22873021853805575
macht	0.24363225320271287
viele	0.28860587792012055
leben	0.3026827430293896
sieht	0.339035418236624
seite	0.3377844762622457
ihnen	0.2657724189902035
sehen	0.31844762622456674
wegen	0.26816880180859076
sogar	0.3125847776940467
geben	0.28085908063300674
dafür	0.21328183873398643
spiel	0.32575357950263756
gehen	0.286164280331575
beide	0.2823662396382819
alles	0.31246420497362476
ihren	0.34073097211755843
bitte	0.2569404672192916
zeigt	0.2776375282592313
platz	0.24287867370007538
thema	0.3363978899773926
führt	0.1830821401657875
frage	0.3251318764129616
blieb	0.23204220045214768
preis	0.33831951770911833
grund	0.21966842501883949
läuft	0.1715146948003014
lange	0.35427656367746796
ganze	0.3124340617935192
woche	0.24399020346646572
müsse	0.23481537302185382
rolle	0.28081386586284857
aktie	0.36275433308214017
stieg	0.33255463451394124
starb	0.3151657874905803
stand	0.3071590052750565
april	0.30101733232856065
meine	0.31136397889977396
kamen	0.3372268274302939
allen	0.30524491333835724
stark	0.320422004521477
gerne	0.3128560663149962
würde	0.23187641296156744
sagte	0.36514694800301434
markt	0.28519216277317255
blick	0.20254333082140166
setzt	0.2514091936699322
fehlt	0.28272418990203463
daten	0.35648078372268277
täter	0.24453654860587792
titel	0.27888470233609647
hilfe	0.28645440844009046
sache	0.33941220798794275
nimmt	0.19528259231348907
unser	0.34934061793519217
musik	0.23157498116051242
neues	0.319336850037679
jeder	0.27171062547098723
sechs	0.2514544084400904
warum	0.24253956292388845
abend	0.32720422004521477
namen	0.2907611152976639
fällt	0.1529615674453655
ihrer	0.27939713639789004
wenig	0.2783911077618689
allem	0.28428033157498117
gäste	0.27705350414468727
opfer	0.28112283345892997
druck	0.19035418236623963
guten	0.2982667671439337
folge	0.27351168048229085
könne	0.220361718161266
meist	0.3376789751318764
tagen	0.3561228334589299
liebe	0.3039035418236624
jeden	0.26489826676714395
legte	0.3010399397136398
neuer	0.31892991710625473
davon	0.24480030143180104
leute	0.3071137905048983
hätte	0.21784476262245667
angst	0.3068010550113037
recht	0.3025810097965336
droht	0.2427467972871138
folgt	0.2129615674453655
alten	0.38340241145440845
union	0.2160361718161266
nacht	0.2698379804069329
augen	0.33458929917106256
offen	0.2137452901281085
neben	0.24473850791258484
regel	0.3096156744536549
trägt	0.17279577995478523
hilft	0.225904295403165
krise	0.3483798040693293
zählt	0.1662207987942728
kraft	0.2696872645064054
firma	0.2734363225320271
boden	0.28814996232102486
daher	0.34235116804822907
knapp	0.1860135644310475
schön	0.19308590806330067
suche	0.2815561416729465
lässt	0.20400904295403166
sorgt	0.27626224566691787
ihrem	0.3145252449133384
glück	0.14730595327807083
somit	0.27439713639789
vater	0.3453654860587792
jedem	0.24393368500376789
liste	0.3598342125094197
meter	0.31519216277317263
solle	0.2812207987942728
endet	0.30456669178598345
hinzu	0.20423888470233612
mitte	0.2611605124340618
genau	0.3345892991710625
tiere	0.3373775433308215
junge	0.24868123587038432
hohen	0.24072343632253204
punkt	0.20874152223059533
krieg	0.3080256217030897
fotos	0.20194423511680482
börse	0.2877354935945743
feuer	0.285561416729465
beste	0.3113790504898267
stück	0.1895064054257724
wirkt	0.2314619442351168
zieht	0.2841183119819141
staat	0.23682893745290134
sonst	0.24648078372268276
tritt	0.24049736247174078
licht	0.2331951770911831
sucht	0.2210060286360211
start	0.2755538809344386
kampf	0.2008854559155991
reihe	0.3192614920874153
peter	0.30712886209495105
gutes	0.30729088168801805
dient	0.32388847023360967
natur	0.31388470233609644
runde	0.3093443858327054
guter	0.30678221552373774
kennt	0.2616880180859081
sitzt	0.20595327807083647
wagen	0.31098342125094197
wären	0.26273549359457427
menge	0.2850791258477769
nötig	0.21132253202712886
sagen	0.3673511680482291
sonne	0.28770158251695555
trend	0.3308779201205727
sicht	0.24626978146194423
stets	0.2362743029389601
liege	0.3040241145440844
hängt	0.18483421250941975
finde	0.28438206480783723
sowie	0.3138093443858327
genug	0.21531273549359461
pläne	0.26122833458929917
zuvor	0.18053880934438585
essen	0.2764370761115298
infos	0.26109645817633764
kunst	0.2540504898266767
fahrt	0.2710625470987189
aller	0.3120572720422005
gaben	0.3268462697814619
hause	0.3500941974378297
weise	0.30167294649585535
ergab	0.33536171816126603
zwölf	0.10433308214016578
indes	0.33511680482290884
basis	0.25552373775433307
hielt	0.3259608138658629
pause	0.3386586284853052
reise	0.3463602110022608
stehe	0.3166842501883949
bekam	0.30574604370761116
trotz	0.20037678975131878
weist	0.3165410700828937
hotel	0.3194988696307461
autos	0.309457422758101
ziele	0.2923737754333082
ideen	0.30755086661642805
jedes	0.2721175584024115
sport	0.2713074604370761
farbe	0.32498116051243403
fährt	0.18296910324039187
halle	0.28536548605877926
insel	0.3620384325546345
komme	0.21757347400150717
